"Supplementary Table 1: Journal articles included in the data set, showing numbers of compounds and assays extracted from each and ChEMBL document identifiers."						
						
Source	Number compounds	Number assays	Number activities	Protocol 1	Protocol 2	ChEMBL document identifier
"Med Chem Res (2007), 16(6), 266-279 (DOI:10.1007/s00044-007-9029-4)"	9	9	72	Manual data extraction	Data standardisation and curation	CHEMBL3045904
"Med Chem Res (2010), 19(5), 413-430 (DOI:10.1007/s00044-009-9199-3)"	20	13	72	Manual data extraction	Data standardisation and curation	CHEMBL3045905
"Med Chem Res (2011), 20(9), 1566-1572 (DOI:10.1007/s00044-010-9415-1)"	3	12	20	Manual data extraction	Data standardisation and curation	CHEMBL3045906
"J Pesticide Sci (2012), 37(3), 265-266 (DOI:10.1584/jpestics.J12-04)"	1	6	6	Manual data extraction	Data standardisation and curation	CHEMBL3045907
"Med Chem Res (2013), 22(10), 4830-4835 (DOI:10.1007/s00044-013-0504-9)"	8	1	8	Manual data extraction	Data standardisation and curation	CHEMBL3045908
"Med Chem Res (2013), 22(5), 2105-2114 (DOI:10.1007/s00044-012-0201-0)"	25	23	132	Manual data extraction	Data standardisation and curation	CHEMBL3045909
"Crop Protection (2008), 27(3), 310-319 (DOI:10.1016/j.cropro.2007.03.015)"	2	43	86	Manual data extraction	Data standardisation and curation	CHEMBL3045910
"Crop Protection (2007), 26(10), 1574-1578 (DOI:10.1016/j.cropro.2007.01.006)"	1	21	21	Manual data extraction	Data standardisation and curation	CHEMBL3045911
"J Agric Food Chem (2008), 56(22), 10785-10792 (PMID:18950187)"	99	1	99	Manual data extraction	Data standardisation and curation	CHEMBL3045912
"Med Chem Res (2011), 20(7), 838-846 (DOI:10.1007/s00044-010-9395-1)"	24	5	120	Manual data extraction	Data standardisation and curation	CHEMBL3045913
"Crop Protection (2009), 28(9), 744-748 (DOI:10.1016/j.cropro.2009.05.011)"	2	28	44	Manual data extraction	Data standardisation and curation	CHEMBL3045914
"Bioorg. Med. Chem. (2006), 14(24), 8280-8285 (PMID:17008103)"	13	4	52	Manual data extraction	Data standardisation and curation	CHEMBL3045915
"Med Chem Res (2013), 22(7), 3085-3095 (DOI:10.1007/s00044-012-0313-6)"	8	33	198	Manual data extraction	Data standardisation and curation	CHEMBL3045916
"J. Nat. Prod. (2011), 74(4), 825-830 (PMID:21438588)"	2	2	3	Manual data extraction	Data standardisation and curation	CHEMBL3045917
"J Agric Food Chem (2010), 58(5), 2690-2695 (PMID:20000414)"	8	8	40	Manual data extraction	Data standardisation and curation	CHEMBL3045918
"J Pesticide Sci (2010), 35(1), 10-14 (DOI:10.1584/jpestics.G09-24)"	6	14	21	Manual data extraction	Data standardisation and curation	CHEMBL3045919
"Fitoterapia (1999), 70(3), 269-274 (DOI:10.1016/S0367-326X(99)00033-7)"	6	6	36	Manual data extraction	Data standardisation and curation	CHEMBL3045920
"J Pesticide Sci (1991), 16(4), 623-629 (DOI:10.1584/jpestics.16.623)"	74	9	305	Manual data extraction	Data standardisation and curation	CHEMBL3045921
"Med Chem Res (2010), 19(8), 925-935 (DOI:10.1007/s00044-009-9239-z)"	18	11	95	Manual data extraction	Data standardisation and curation	CHEMBL3045922
"Pest Manag Sci (2009), 65(11), 1257-1262 (PMID:19655396)"	8	9	23	Manual data extraction	Data standardisation and curation	CHEMBL3045923
"Med Chem Res (2012), 21(8), 1825-1832 (DOI:10.1007/s00044-011-9700-7)"	3	5	15	Manual data extraction	Data standardisation and curation	CHEMBL3045924
"Med Chem Res (2013), 22(8), 3823-3830 (DOI:10.1007/s00044-012-0393-3)"	5	37	65	Manual data extraction	Data standardisation and curation	CHEMBL3045925
"Med Chem Res (2008), 17(1), 12-18 (DOI:10.1007/s00044-008-9088-1)"	1	4	4	Manual data extraction	Data standardisation and curation	CHEMBL3045926
"J Agric Food Chem (2010), 58(5), 2755-2762 (PMID:20000685)"	37	21	531	Manual data extraction	Data standardisation and curation	CHEMBL3045927
"Med Chem Res (2011), 20(3), 333-338 (DOI:10.1007/s00044-010-9303-8)"	14	4	34	Manual data extraction	Data standardisation and curation	CHEMBL3045928
"Med Chem Res (2012), 21(6), 834-843 (DOI:10.1007/s00044-011-9589-1)"	8	32	32	Manual data extraction	Data standardisation and curation	CHEMBL3045929
"Med Chem Res (2013), 22(10), 4964-4969 (DOI:10.1007/s00044-013-0508-5)"	36	1	36	Manual data extraction	Data standardisation and curation	CHEMBL3045930
"Med Chem Res (2013), 22(10), 4946-4952 (DOI:10.1007/s00044-013-0502-y)"	26	1	26	Manual data extraction	Data standardisation and curation	CHEMBL3045931
"J Pesticide Sci (2005), 30(4), 384-389 (DOI:10.1584/jpestics.30.384)"	2	22	27	Manual data extraction	Data standardisation and curation	CHEMBL3045932
"Med Chem Res (2013), 22(8), 3959-3968 (DOI:10.1007/s00044-012-0400-8)"	22	2	44	Manual data extraction	Data standardisation and curation	CHEMBL3045933
"J Agric Food Chem (2004), 52(10), 2887-2889 (PMID:15137830)"	7	5	23	Manual data extraction	Data standardisation and curation	CHEMBL3045934
"Med Chem Res (2012), 21(6), 747-759 (DOI:10.1007/s00044-011-9579-3)"	16	2	32	Manual data extraction	Data standardisation and curation	CHEMBL3045935
"Med Chem Res (2012), 21(6), 726-733 (DOI:10.1007/s00044-011-9584-6)"	14	17	113	Manual data extraction	Data standardisation and curation	CHEMBL3045936
"Med Chem Res (2012), 21(4), 421-427 (DOI:10.1007/s00044-010-9511-2)"	7	8	22	Manual data extraction	Data standardisation and curation	CHEMBL3045937
"Biosci. Biotechnol. Biochem. (2000), 64(3), 577-583 (PMID:10803956)"	6	26	27	Manual data extraction	Data standardisation and curation	CHEMBL3045938
"Med Chem Res (2012), 21(10), 2998-3005 (DOI:10.1007/s00044-011-9826-7)"	9	40	134	Manual data extraction	Data standardisation and curation	CHEMBL3045939
"Med Chem Res (2012), 21(4), 453-458 (DOI:10.1007/s00044-011-9551-2)"	3	9	27	Manual data extraction	Data standardisation and curation	CHEMBL3045940
"Bioorg. Med. Chem. Lett. (1997), 7(12), 1489-1492 (DOI:10.1016/S0960-894X(97)00235-7)"	18	50	274	Manual data extraction	Data standardisation and curation	CHEMBL3045941
"J Agric Food Chem (2012), 60(41), 10212-10219 (PMID:23035814)"	25	10	179	Manual data extraction	Data standardisation and curation	CHEMBL3045942
"Med Chem Res (2013), 22(6), 2610-2632 (DOI:10.1007/s00044-012-0257-x)"	45	88	600	Manual data extraction	Data standardisation and curation	CHEMBL3045943
"Med Chem Res (2011), 20(9), 1603-1610 (DOI:10.1007/s00044-010-9446-7)"	14	15	197	Manual data extraction	Data standardisation and curation	CHEMBL3045944
"Med Chem Res (2004), 13(8), 707-723 (DOI:10.1007/s00044-004-0112-9)"	27	10	92	Manual data extraction	Data standardisation and curation	CHEMBL3045945
"Med Chem Res (2012), 21(2), 212-223 (DOI:10.1007/s00044-010-9531-y)"	23	12	172	Manual data extraction	Data standardisation and curation	CHEMBL3045946
"Med Chem Res (2005), 14(8), 475-487 (DOI:10.1007/s00044-006-0151-5)"	11	3	24	Manual data extraction	Data standardisation and curation	CHEMBL3045947
"Med Chem Res (2011), 20(6), 738-745 (DOI:10.1007/s00044-010-9362-x)"	17	12	128	Manual data extraction	Data standardisation and curation	CHEMBL3045948
"Crop Protection (2012), 31(1), 8-14 (DOI:10.1016/j.cropro.2011.09.009)"	22	5	61	Manual data extraction	Data standardisation and curation	CHEMBL3045949
"J Agric Food Chem (2012), 60(19), 4779-4787 (PMID:22531003)"	24	4	96	Manual data extraction	Data standardisation and curation	CHEMBL3045950
"Pest Manag Sci (2011), 67(12), 1528-1533 (PMID:21714058)"	7	41	101	Manual data extraction	Data standardisation and curation	CHEMBL3045951
"J Agric Food Chem (2009), 57(17), 7912-7918 (PMID:19681615)"	25	20	350	Manual data extraction	Data standardisation and curation	CHEMBL3045952
"Med Chem Res (2013), 22(2), 775-781 (DOI:10.1007/s00044-012-0070-6)"	11	2	21	Manual data extraction	Data standardisation and curation	CHEMBL3045953
"Med Chem Res (2012), 21(11), 3509-3513 (DOI:10.1007/s00044-011-9902-z)"	22	5	106	Manual data extraction	Data standardisation and curation	CHEMBL3045954
"Pest Manag Sci (2013), 69(5), 635-641 (PMID:23139228)"	26	3	78	Manual data extraction	Data standardisation and curation	CHEMBL3045955
"Med Chem Res (2013), 22(10), 4677-4684 (DOI:10.1007/s00044-013-0473-z)"	4	8	15	Manual data extraction	Data standardisation and curation	CHEMBL3045956
"Med Chem Res (2008), 17(2), 205-211 (DOI:10.1007/s00044-007-9054-3)"	22	6	126	Manual data extraction	Data standardisation and curation	CHEMBL3045957
"Bioorg. Med. Chem. Lett. (1999), 9(14), 1985-1990 (PMID:10450967)"	5	8	11	Manual data extraction	Data standardisation and curation	CHEMBL3045958
"Med Chem Res (2012), 21(6), 788-795 (DOI:10.1007/s00044-011-9564-x)"	58	3	110	Manual data extraction	Data standardisation and curation	CHEMBL3045959
"Pest Manag Sci (2011), 67(2), 191-198 (PMID:21077124)"	4	11	44	Manual data extraction	Data standardisation and curation	CHEMBL3045960
"Med Chem Res (2008), 17(9), 541-563 (DOI:10.1007/s00044-008-9097-0)"	12	29	216	Manual data extraction	Data standardisation and curation	CHEMBL3045961
"Med Chem Res (2012), 21(9), 2349-2362 (DOI:10.1007/s00044-011-9761-7)"	38	1	38	Manual data extraction	Data standardisation and curation	CHEMBL3045962
"J Agric Food Chem (2010), 58(5), 3056-3061 (PMID:20131903)"	34	10	250	Manual data extraction	Data standardisation and curation	CHEMBL3045963
"Med Chem Res (2013), 22(11), 5588-5597 (DOI:10.1007/s00044-013-0557-9)"	21	2	42	Manual data extraction	Data standardisation and curation	CHEMBL3045964
"Med Chem Res (2013), 22(11), 5337-5343 (DOI:10.1007/s00044-013-0538-z)"	10	7	51	Manual data extraction	Data standardisation and curation	CHEMBL3045965
"J Pesticide Sci (1999), 24(1), 33-37 (DOI:10.1584/jpestics.24.33)"	26	6	156	Manual data extraction	Data standardisation and curation	CHEMBL3045966
"Bioorg. Med. Chem. Lett. (2002), 12(13), 1743-1746 (PMID:12067551)"	11	1	11	Manual data extraction	Data standardisation and curation	CHEMBL3045967
"Med Chem Res (2012), 21(9), 2185-2195 (DOI:10.1007/s00044-011-9737-7)"	11	4	44	Manual data extraction	Data standardisation and curation	CHEMBL3045968
"Med Chem Res (2012), 21(12), 4395-4402 (DOI:10.1007/s00044-012-9982-4)"	9	23	156	Manual data extraction	Data standardisation and curation	CHEMBL3045969
"J Pesticide Sci (1995), 20(2), 173-175 (DOI:10.1584/jpestics.20.173)"	1	20	20	Manual data extraction	Data standardisation and curation	CHEMBL3045970
"Med Chem Res (2011), 20(7), 1111-1118 (DOI:10.1007/s00044-010-9448-5)"	2	5	10	Manual data extraction	Data standardisation and curation	CHEMBL3045971
"Med Chem Res (2010), 19(8), 915-924 (DOI:10.1007/s00044-009-9238-0)"	16	5	47	Manual data extraction	Data standardisation and curation	CHEMBL3045972
"Chem Pharm Bull (Tokyo) (2002), 50(3), 399-402 (PMID:11911206)"	15	9	127	Manual data extraction	Data standardisation and curation	CHEMBL3045973
"J Agric Food Chem (2009), 57(11), 4838-4843 (PMID:19489624)"	22	12	132	Manual data extraction	Data standardisation and curation	CHEMBL3045974
"Med Chem Res (2013), 22(4), 1884-1892 (DOI:10.1007/s00044-012-0189-5)"	27	1	53	Manual data extraction	Data standardisation and curation	CHEMBL3045975
"Med Chem Res (2013), 22(12), 5868-5877 (DOI:10.1007/s00044-013-0574-8)"	16	4	31	Manual data extraction	Data standardisation and curation	CHEMBL3045976
"Med Chem Res (2012), 21(8), 1717-1721 (DOI:10.1007/s00044-011-9690-5)"	3	15	45	Manual data extraction	Data standardisation and curation	CHEMBL3045977
"Pest Manag Sci (2010), 66(9), 974-979 (PMID:20730989)"	1	14	14	Manual data extraction	Data standardisation and curation	CHEMBL3045978
"Med Chem Res (2013), 22(6), 2964-2974 (DOI:10.1007/s00044-012-0259-8)"	23	4	86	Manual data extraction	Data standardisation and curation	CHEMBL3045979
"Tetrahedron (1991), 47(44), 9231-9246 (DOI:10.1016/S0040-4020(01)96211-8)"	12	2	24	Manual data extraction	Data standardisation and curation	CHEMBL3045980
"J Agric Food Chem (2008), 56(13), 5254-5259 (PMID:18540619)"	30	9	79	Manual data extraction	Data standardisation and curation	CHEMBL3045981
"Pest Manag Sci (2011), 67(6), 647-655 (PMID:21305686)"	39	11	151	Manual data extraction	Data standardisation and curation	CHEMBL3045982
"Biosci. Biotechnol. Biochem. (1997), 61(9), 1518-1522 (DOI:10.1271/bbb.61.1518)"	7	3	21	Manual data extraction	Data standardisation and curation	CHEMBL3045983
"Pest Manag Sci (2011), 67(3), 258-261 (PMID:21308951)"	4	72	72	Manual data extraction	Data standardisation and curation	CHEMBL3045984
"Med Chem Res (2010), 19(3), 211-219 (DOI:10.1007/s00044-009-9185-9)"	23	4	23	Manual data extraction	Data standardisation and curation	CHEMBL3045985
"Crop Protection (2013), 49(), 21-25 (DOI:10.1016/j.cropro.2013.02.012)"	5	20	100	Manual data extraction	Data standardisation and curation	CHEMBL3045986
"Med Chem Res (2012), 21(7), 1271-1277 (DOI:10.1007/s00044-011-9641-1)"	17	4	34	Manual data extraction	Data standardisation and curation	CHEMBL3045987
"Med Chem Res (2013), 22(3), 1102-1106 (DOI:10.1007/s00044-012-0114-y)"	2	1	2	Manual data extraction	Data standardisation and curation	CHEMBL3045988
"Med Chem Res (2013), 22(10), 4775-4786 (DOI:10.1007/s00044-013-0495-6)"	11	5	21	Manual data extraction	Data standardisation and curation	CHEMBL3045989
"Med Chem Res (2013), 22(8), 3953-3958 (DOI:10.1007/s00044-012-0397-z)"	10	3	20	Manual data extraction	Data standardisation and curation	CHEMBL3045990
"Med Chem Res (2009), 18(9), 782-797 (DOI:10.1007/s00044-009-9203-y)"	21	10	84	Manual data extraction	Data standardisation and curation	CHEMBL3045991
"Med Chem Res (2013), 22(8), 3911-3917 (DOI:10.1007/s00044-012-0407-1)"	7	27	97	Manual data extraction	Data standardisation and curation	CHEMBL3045992
"Med Chem Res (2011), 20(1), 36-46 (DOI:10.1007/s00044-009-9280-y)"	16	27	176	Manual data extraction	Data standardisation and curation	CHEMBL3045993
"Med Chem Res (2012), 21(9), 2428-2442 (DOI:10.1007/s00044-011-9768-0)"	20	12	210	Manual data extraction	Data standardisation and curation	CHEMBL3045994
"Tetrahedron (2002), 58(39), 7797-7804 (DOI:10.1016/S0040-4020(02)00944-4)"	11	1	11	Manual data extraction	Data standardisation and curation	CHEMBL3045995
"Bioorg. Med. Chem. (2003), 11(23), 5101-5116 (PMID:14604674)"	109	1	109	Manual data extraction	Data standardisation and curation	CHEMBL3045996
"Tetrahedron (1994), 50(47), 13553-13566 (DOI:10.1016/S0040-4020(01)89361-3)"	9	2	18	Manual data extraction	Data standardisation and curation	CHEMBL3045997
"Med Chem Res (2012), 21(2), 133-144 (DOI:10.1007/s00044-010-9510-3)"	24	4	174	Manual data extraction	Data standardisation and curation	CHEMBL3045998
"Med Chem Res (2012), 21(6), 694-702 (DOI:10.1007/s00044-011-9578-4)"	12	20	56	Manual data extraction	Data standardisation and curation	CHEMBL3045999
"Bioorg. Med. Chem. (2013), 21(11), 3245-3255 (DOI:10.1016/j.bmc.2013.03.056)"	27	48	415	Manual data extraction	Data standardisation and curation	CHEMBL3046000
"Med Chem Res (2013), 22(4), 1972-1978 (DOI:10.1007/s00044-012-0200-1)"	8	72	395	Manual data extraction	Data standardisation and curation	CHEMBL3046001
"Med Chem Res (2013), 22(2), 768-774 (DOI:10.1007/s00044-012-0078-y)"	14	10	93	Manual data extraction	Data standardisation and curation	CHEMBL3046002
"J Agric Food Chem (2008), 56(16), 7321-7325 (PMID:18672885)"	21	6	124	Manual data extraction	Data standardisation and curation	CHEMBL3046003
"Pest Manag Sci (2009), 65(10), 1147-1154 (PMID:19548293)"	7	47	115	Manual data extraction	Data standardisation and curation	CHEMBL3046004
"Biosci. Biotechnol. Biochem. (1996), 60(9), 1510-1512 (DOI:10.1271/bbb.60.1510)"	10	13	42	Manual data extraction	Data standardisation and curation	CHEMBL3046005
"Med Chem Res (2013), 22(1), 278-286 (DOI:10.1007/s00044-012-0034-x)"	22	1	22	Manual data extraction	Data standardisation and curation	CHEMBL3046006
"Med Chem Res (2012), 21(7), 1451-1470 (DOI:10.1007/s00044-011-9662-9)"	27	24	400	Manual data extraction	Data standardisation and curation	CHEMBL3046007
"J Agric Food Chem (2012), 60(48), 11859-11868 (PMID:23145924)"	24	21	300	Manual data extraction	Data standardisation and curation	CHEMBL3046008
"Med Chem Res (2012), 21(1), 38-46 (DOI:10.1007/s00044-010-9500-5)"	13	6	78	Manual data extraction	Data standardisation and curation	CHEMBL3046009
"Med Chem Res (2008), 17(8), 507-514 (DOI:10.1007/s00044-008-9094-3)"	4	3	12	Manual data extraction	Data standardisation and curation	CHEMBL3046010
"Med Chem Res (2009), 18(3), 167-178 (DOI:10.1007/s00044-008-9117-0)"	30	1	30	Manual data extraction	Data standardisation and curation	CHEMBL3046011
"Med Chem Res (2004), 13(5), 249-258 (DOI:10.1007/s00044-004-0032-8)"	29	5	145	Manual data extraction	Data standardisation and curation	CHEMBL3046012
"Crop Protection (2009), 28(7), 616-618 (DOI:10.1016/j.cropro.2009.03.004)"	1	28	28	Manual data extraction	Data standardisation and curation	CHEMBL3046013
"Med Chem Res (2013), 22(3), 1029-1042 (DOI:10.1007/s00044-012-0101-3)"	18	8	25	Manual data extraction	Data standardisation and curation	CHEMBL3046014
"J Agric Food Chem (2003), 51(4), 897-901 (PMID:12568546)"	7	42	126	Manual data extraction	Data standardisation and curation	CHEMBL3046015
"J Agric Food Chem (2003), 51(6), 1555-1559 (PMID:12617583)"	7	62	262	Manual data extraction	Data standardisation and curation	CHEMBL3046016
"Med Chem Res (2009), 18(8), 611-628 (DOI:10.1007/s00044-008-9153-9)"	12	4	47	Manual data extraction	Data standardisation and curation	CHEMBL3046017
"Bioorg. Med. Chem. (2010), 18(22), 7948-7956 (PMID:20934343)"	31	8	272	Manual data extraction	Data standardisation and curation	CHEMBL3046018
"Med Chem Res (2012), 21(5), 552-558 (DOI:10.1007/s00044-011-9562-z)"	3	10	22	Manual data extraction	Data standardisation and curation	CHEMBL3046019
"J Agric Food Chem (2009), 57(4), 1624-1631 (PMID:19199589)"	3	30	75	Manual data extraction	Data standardisation and curation	CHEMBL3046020
"Med Chem Res (2012), 21(3), 325-332 (DOI:10.1007/s00044-010-9515-y)"	23	1	23	Manual data extraction	Data standardisation and curation	CHEMBL3046021
"Med Chem Res (2011), 20(1), 74-80 (DOI:10.1007/s00044-009-9277-6)"	21	3	41	Manual data extraction	Data standardisation and curation	CHEMBL3046022
"Med Chem Res (2012), 21(2), 174-184 (DOI:10.1007/s00044-010-9517-9)"	20	7	133	Manual data extraction	Data standardisation and curation	CHEMBL3046023
"Med Chem Res (2011), 20(7), 1005-1014 (DOI:10.1007/s00044-010-9428-9)"	73	2	73	Manual data extraction	Data standardisation and curation	CHEMBL3046024
"J Pesticide Sci (1992), 17(4), 243-249 (DOI:10.1584/jpestics.17.4_243)"	5	115	260	Manual data extraction	Data standardisation and curation	CHEMBL3046025
"Crop Protection (2007), 26(9), 1377-1384 (DOI:10.1016/j.cropro.2006.11.010)"	3	50	50	Manual data extraction	Data standardisation and curation	CHEMBL3046026
"Pest Manag Sci (2011), 67(7), 869-875 (PMID:21370393)"	7	169	195	Manual data extraction	Data standardisation and curation	CHEMBL3046027
"Med Chem Res (2013), 22(1), 287-302 (DOI:10.1007/s00044-012-0003-4)"	25	3	125	Manual data extraction	Data standardisation and curation	CHEMBL3046028
"Med Chem Res (2013), 22(6), 2984-2990 (DOI:10.1007/s00044-012-0288-3)"	13	15	153	Manual data extraction	Data standardisation and curation	CHEMBL3046029
